"id","Pais","Localidad","Denominación Genérica","Denominación Específica","Código","Naturaleza","Tipo"
2007,"ESPAÑA","BAENA","Conservatorio de Música o Danza",,14700262,"Centro público",0
2008,"ESPAÑA","MONTORO","Conservatorio de Música o Danza",,14700274,"Centro público",0
2009,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","N-3 ANGEL DE SAAVEDRA",14700286,"Centro público",0
2010,"ESPAÑA","CARLOTA (LA)","Instituto de Educación Secundaria (IES)","NUEVAS POBLACIONES",14700298,"Centro público",0
2011,"ESPAÑA","FUENTE PALMERA","Instituto de Educación Secundaria (IES)","COLONIAL",14700304,"Centro público",0
2012,"ESPAÑA","VILLANUEVA DE CÓRDOBA","Instituto de Educación Secundaria (IES)","LA JARA",14700316,"Centro público",0
2013,"ESPAÑA","CÓRDOBA","Conservatorio de Música o Danza","LUIS DEL RIO",14700328,"Centro público",0
2014,"ESPAÑA","HORNACHUELOS","Instituto de Educación Secundaria (IES)","DUQUE DE RIBAS",14700353,"Centro público",0
2015,"ESPAÑA","SANTAELLA","Centro Público de Educación de Personas Adultas (Presencial)",,14500042,"Centro público",0
2016,"ESPAÑA","MONTALBÁN DE CÓRDOBA","Centro Público de Educación de Personas Adultas (Presencial)",,14500054,"Centro público",0
2017,"ESPAÑA","FERNÁN-NÚÑEZ","Centro Público de Educación de Personas Adultas (Presencial)",,14500066,"Centro público",0
2018,"ESPAÑA","CARLOTA (LA)","Centro Público de Educación de Personas Adultas (Presencial)",,14500078,"Centro público",0
2019,"ESPAÑA","VICTORIA (LA)","Centro Público de Educación de Personas Adultas (Presencial)",,14500081,"Centro público",0
2020,"ESPAÑA","GUADALCÁZAR","Centro Público de Educación de Personas Adultas (Presencial)",,14500091,"Centro público",0
2021,"ESPAÑA","FUENTE PALMERA","Centro Público de Educación de Personas Adultas (Presencial)",,14500108,"Centro público",0
2022,"ESPAÑA","PALMA DEL RÍO","Centro Público de Educación de Personas Adultas (Presencial)",,14500111,"Centro público",0
2023,"ESPAÑA","CARLOTA (LA)","Centro Privado de Educación Infantil","DUENDE DE LA CARLOTA",14011432,"Centro privado",2
2024,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","EL DUENDE TRAVIESO",14011444,"Centro privado",2
2025,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","EDUCARE EDUQUERE",14011456,"Centro privado",2
2026,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","MELODÍAS",14011468,"Centro privado",2
2027,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","DO RE MI",14011471,"Centro privado",2
2028,"ESPAÑA","PALMA DEL RÍO","Centro Privado de Educación Infantil","HERMOSINES",14011481,"Centro privado",2
2029,"ESPAÑA","MONTILLA","Centro Privado de Educación Infantil","TRES PASITOS",14011493,"Centro privado",2
2030,"ESPAÑA","LUQUE","Centro Privado de Formación Profesional Específica","CASTILLO DE ALBENZAIDE",14011501,"Centro privado",2
2031,"ESPAÑA","VILLANUEVA DEL DUQUE","Escuela de Educación Infantil","VILLANUEVA DEL DUQUE",14011511,"Centro público",0
2032,"ESPAÑA","ALMODÓVAR DEL RÍO","Colegio Público","LOS MOCHOS",14601181,"Centro público",0
2033,"ESPAÑA","CÓRDOBA","Colegio Público","TORRE MALMUERTA",14601193,"Centro público",0
2034,"ESPAÑA","CÓRDOBA","Colegio Público","MIRALBAIDA",14601211,"Centro público",0
2035,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","LA SIERRA",14601223,"Centro privado",2
2036,"ESPAÑA","PALMA DEL RÍO","Colegio Público","FERROBUS",14601235,"Centro público",0
2037,"ESPAÑA","LUCENA","Centro Privado de Educación Infantil","EL CANGURO",14601247,"Centro privado",2
2038,"ESPAÑA","RUTE","Centro Privado de Educación Infantil","BAMBI",14601260,"Centro privado",2
2039,"ESPAÑA","CÓRDOBA","Centro Público de Educación de Personas Adultas (Presencial)","CÓRDOBA",14700018,"Centro público",0
2040,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","ALHAKEN II",14700067,"Centro público",0
2041,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","GRAN CAPITAN",14700079,"Centro público",0
2042,"ESPAÑA","CABRA","Conservatorio de Música o Danza","ISAAC ALBENIZ",14700109,"Centro público",0
2043,"ESPAÑA","LUCENA","Conservatorio de Música o Danza",,14700122,"Centro público",0
2044,"ESPAÑA","LUCENA","Colegio Público","ANTONIO MACHADO",14600711,"Centro público",0
2045,"ESPAÑA","PUENTE GENIL","Colegio Público","MAESTRO ENRIQUE ASENSI",14600747,"Centro público",0
2046,"ESPAÑA","CÓRDOBA","Colegio Público","CIUDAD JARDIN",14600759,"Centro público",0
2047,"ESPAÑA","IZNÁJAR","Colegio Público","IZNAJAR SUR",14600826,"Centro público",0
2048,"ESPAÑA","IZNÁJAR","Colegio Público","IZNAJAR NORTE",14600838,"Centro público",0
2049,"ESPAÑA","HORNACHUELOS","Colegio Público","BEMBEZAR",14600841,"Centro público",0
2050,"ESPAÑA","FUENTE OBEJUNA","Colegio Público","GUADIATO",14600851,"Centro público",0
2051,"ESPAÑA","VALSEQUILLO","Colegio Público","AGORA",14600863,"Centro público",0
2052,"ESPAÑA","CÓRDOBA","Colegio Público","LA PAZ",14600899,"Centro público",0
2053,"ESPAÑA","RUTE","Colegio Público","LOS PINOS",14600905,"Centro público",0
2054,"ESPAÑA","CARLOTA (LA)","Colegio Público","ANA DE CHARPENTIER",14600917,"Centro público",0
2055,"ESPAÑA","PRIEGO DE CÓRDOBA","Colegio Público","TIÑOSA",14600929,"Centro público",0
2056,"ESPAÑA","BENAMEJÍ","Colegio Público","VIRGEN DE GRACIA",14600930,"Centro público",0
2057,"ESPAÑA","CÓRDOBA","Colegio Público","MEDITERRANEO",14600966,"Centro público",0
2058,"ESPAÑA","CÓRDOBA","Colegio Público","MIRASIERRA",14600981,"Centro público",0
2059,"ESPAÑA","CARDEÑA","Colegio Público","QUERCUS",14600991,"Centro público",0
2060,"ESPAÑA","LUCENA","Centro Privado de Educación Infantil","BAMBI",14601004,"Centro privado",2
2061,"ESPAÑA","CÓRDOBA","Escuela de Educación Infantil","EL BRILLANTE",14601016,"Centro público",0
2062,"ESPAÑA","OBEJO","Colegio Público","VIA AUGUSTA",14601031,"Centro público",0
2063,"ESPAÑA","CÓRDOBA","Escuela de Educación Infantil","PARQUE DE FIDIANA",14601053,"Centro público",0
2064,"ESPAÑA","CARDEÑA","Centro Público de Educación de Personas Adultas (Presencial)",,14500649,"Centro público",0
2065,"ESPAÑA","TORRECAMPO","Centro Público de Educación de Personas Adultas (Presencial)",,14500650,"Centro público",0
2066,"ESPAÑA","OBEJO","Centro Público de Educación de Personas Adultas (Presencial)",,14500662,"Centro público",0
2067,"ESPAÑA","CÓRDOBA","Centro Público de Educación de Personas Adultas (Presencial)","LUIS DE GONGORA",14500674,"Centro público",0
2068,"ESPAÑA","FERNÁN-NÚÑEZ","Instituto de Educación Secundaria (IES)","MIGUEL CRESPO",14700365,"Centro público",0
2069,"ESPAÑA","PRIEGO DE CÓRDOBA","Instituto de Educación Secundaria (IES)","CARMEN PANTION",14700377,"Centro público",0
2070,"ESPAÑA","AGUILAR DE LA FRONTERA","Instituto de Educación Secundaria (IES)","VICENTE NUÑEZ",14700390,"Centro público",0
2071,"ESPAÑA","VILLAVICIOSA DE CÓRDOBA","Instituto de Educación Secundaria (IES)","LA ESCRIBANA",14700419,"Centro público",0
2072,"ESPAÑA","PUENTE GENIL","Colegio Público","MAESTRO RAFAEL CHACÓN VILLAFRANCA",14601090,"Centro público",0
2073,"ESPAÑA","RUTE","Colegio Público","BLAS INFANTE",14601107,"Centro público",0
2074,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","EL CUCO",14601120,"Centro privado",2
2075,"ESPAÑA","CÓRDOBA","Centro Privado de Educación Infantil","VIRGEN DE LA FUENSANTA",14601132,"Centro privado",2
2076,"ESPAÑA","CÓRDOBA","Colegio Público","EUROPA",14601156,"Centro público",0
2077,"ESPAÑA","PALMA DEL RÍO","Escuela de Educación Infantil","SANTA ANA",14601168,"Centro público",0
2078,"ESPAÑA","ALMODÓVAR DEL RÍO","Centro Privado de Educación Infantil","SANTO CRISTO",14601171,"Centro privado",2
2079,"ESPAÑA","CÓRDOBA","Escuela de Educación Infantil","CRUZ DE JUAREZ",14600644,"Centro público",0
2080,"ESPAÑA","PALMA DEL RÍO","Escuela de Educación Infantil","VICENTE NACARINO",14600668,"Centro público",0
2081,"ESPAÑA","CÓRDOBA","Colegio Público","GLORIA FUERTES",14600693,"Centro público",0
2082,"ESPAÑA","BELMEZ","Centro Público de Educación de Personas Adultas (Presencial)",,14500479,"Centro público",0
2083,"ESPAÑA","ESPIEL","Centro Público de Educación de Personas Adultas (Presencial)",,14500480,"Centro público",0
2084,"ESPAÑA","VILLAVICIOSA DE CÓRDOBA","Centro Público de Educación de Personas Adultas (Presencial)",,14500492,"Centro público",0
2085,"ESPAÑA","VILLANUEVA DEL REY","Centro Público de Educación de Personas Adultas (Presencial)",,14500509,"Centro público",0
2086,"ESPAÑA","BELALCÁZAR","Centro Público de Educación de Personas Adultas (Presencial)",,14500510,"Centro público",0
2087,"ESPAÑA","HINOJOSA DEL DUQUE","Centro Público de Educación de Personas Adultas (Presencial)",,14500522,"Centro público",0
2088,"ESPAÑA","VILLANUEVA DEL DUQUE","Centro Público de Educación de Personas Adultas (Presencial)",,14500534,"Centro público",0
2089,"ESPAÑA","ALCARACEJOS","Centro Público de Educación de Personas Adultas (Presencial)",,14500546,"Centro público",0
2090,"ESPAÑA","FUENTE OBEJUNA","Centro Público de Educación de Personas Adultas (Presencial)",,14500558,"Centro público",0
2091,"ESPAÑA","DOS TORRES","Centro Público de Educación de Personas Adultas (Presencial)",,14500561,"Centro público",0
2092,"ESPAÑA","VISO (EL)","Centro Público de Educación de Personas Adultas (Presencial)",,14500571,"Centro público",0
2093,"ESPAÑA","SANTA EUFEMIA","Centro Público de Educación de Personas Adultas (Presencial)",,14500583,"Centro público",0
2094,"ESPAÑA","VILLARALTO","Centro Público de Educación de Personas Adultas (Presencial)",,14500595,"Centro público",0
2095,"ESPAÑA","POZOBLANCO","Centro Público de Educación de Personas Adultas (Presencial)",,14500601,"Centro público",0
2096,"ESPAÑA","NUEVA CARTEYA","Instituto de Educación Secundaria (IES)","CUMBRES ALTAS",14700638,"Centro público",0
2097,"ESPAÑA","PEDRO ABAD","Instituto de Educación Secundaria (IES)","SACILIS",14700641,"Centro público",0
2098,"ESPAÑA","POZOBLANCO","Instituto de Educación Secundaria (IES)","RICARDO DELGADO VIZCAÍNO",14700651,"Centro público",0
2099,"ESPAÑA","PUENTE GENIL","Instituto de Educación Secundaria (IES)","INFANTAS ELENA Y CRISTINA",14700663,"Centro público",0
2100,"ESPAÑA","VISO (EL)","Instituto de Educación Secundaria (IES)","CECILIO JIMENEZ",14700675,"Centro público",0
2101,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","GUADALQUIVIR",14700705,"Centro público",0
2102,"ESPAÑA","CASTRO DEL RÍO","Instituto de Educación Secundaria (IES)","ATEGUA",14700717,"Centro público",0
2103,"ESPAÑA","BELALCÁZAR","Instituto de Educación Secundaria (IES)","JUAN DE SOTO ALVARADO",14700729,"Centro público",0
2104,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","GRUPO CÁNTICO",14700730,"Centro público",0
2105,"ESPAÑA","ESPEJO","Instituto de Educación Secundaria (IES)","PAY ARIAS",14700742,"Centro público",0
2106,"ESPAÑA","FUENTE OBEJUNA","Escuela Pública de Música y/o Danza","ESC.MUNICIPAL MUS.FUENTE OBEJUNA",14700766,"Centro público",0
2107,"ESPAÑA","MONTALBÁN DE CÓRDOBA","Instituto de Educación Secundaria (IES)","MAESTRO ELOY VAQUERO",14700781,"Centro público",0
2108,"ESPAÑA","RUTE","Escuela Pública de Música y/o Danza",,14710012,"Centro público",0
2109,"ESPAÑA","PALMA DEL RÍO","Escuela Pública de Música y/o Danza","MAESTRO MORALES",14710024,"Centro público",0
2110,"ESPAÑA","LUCENA","Instituto de Educación Secundaria (IES)","MIGUEL DE CERVANTES",14700420,"Centro público",0
2111,"ESPAÑA","VILLAFRANCA DE CÓRDOBA","Instituto de Educación Secundaria (IES)","LA SOLEDAD",14700432,"Centro público",0
2112,"ESPAÑA","VILLA DEL RÍO","Instituto de Educación Secundaria (IES)","NUESTRA SEÑORA DE LA ESTRELLA",14700444,"Centro público",0
2113,"ESPAÑA","RUTE","Instituto de Educación Secundaria (IES)","NUEVO SCALA",14700468,"Centro público",0
2114,"ESPAÑA","ADAMUZ","Instituto de Educación Secundaria (IES)","LUNA DE SIERRA",14700471,"Centro público",0
2115,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","PUENTE DE ALCOLEA",14700481,"Centro público",0
2116,"ESPAÑA","BELMEZ","Instituto de Educación Secundaria (IES)","JOSE ALCANTARA",14700493,"Centro público",0
2117,"ESPAÑA","BENAMEJÍ","Instituto de Educación Secundaria (IES)","DON DIEGO DE BERNUY",14700501,"Centro público",0
2118,"ESPAÑA","CAÑETE DE LAS TORRES","Instituto de Educación Secundaria (IES)","VIRGEN DEL CAMPO",14700511,"Centro público",0
2119,"ESPAÑA","CARPIO (EL)","Instituto de Educación Secundaria (IES)","GARCI MENDEZ",14700523,"Centro público",0
2120,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","SANTA ROSA DE LIMA",14700535,"Centro público",0
2121,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)",,14700559,"Centro público",0
2122,"ESPAÑA","DOÑA MENCÍA","Instituto de Educación Secundaria (IES)","MENCIA LOPEZ DE HARO",14700560,"Centro público",0
2123,"ESPAÑA","DOS TORRES","Instituto de Educación Secundaria (IES)","SAN ROQUE",14700572,"Centro público",0
2124,"ESPAÑA","IZNÁJAR","Instituto de Educación Secundaria (IES)","MIRADOR DEL GENIL",14700584,"Centro público",0
2125,"ESPAÑA","LUQUE","Instituto de Educación Secundaria (IES)","ALBENZAIDE",14700602,"Centro público",0
2126,"ESPAÑA","MONTEMAYOR","Instituto de Educación Secundaria (IES)","ULIA FIDENTIA",14700614,"Centro público",0
2127,"ESPAÑA","MORILES","Instituto de Educación Secundaria (IES)","LAS VIÑAS",14700626,"Centro público",0
2128,"ESPAÑA","POZOBLANCO","Conservatorio de Música o Danza","MARCOS REDONDO",14700134,"Centro público",0
2129,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","FIDIANA",14700146,"Centro público",0
2130,"ESPAÑA","CÓRDOBA","Instituto de Educación Secundaria (IES)","MEDINA AZAHARA",14700161,"Centro público",0
2131,"ESPAÑA","CÓRDOBA","Escuela Oficial de Idiomas (EOI)","DE CORDOBA",14700213,"Centro público",0
2132,"ESPAÑA","PELIGROS","Centro Privado de Educación Infantil","PRINCIPES",18602210,"Centro privado",2
2133,"ESPAÑA","OTÍVAR","Colegio Público","VALLE VERDE",18602222,"Centro público",0
2134,"ESPAÑA","FREILA","Colegio Público","NEGRATÍN",18602234,"Centro público",0
2135,"ESPAÑA","ATARFE","Centro Privado con varias Enseñanzas de Régimen General","GRANADA COLLEGE",18602258,"Centro privado",1
2136,"ESPAÑA","GRANADA","Centro Privado con varias Enseñanzas de Régimen General","ALQUERIA",18602261,"Centro privado",1
2137,"ESPAÑA","GRANADA","Centro Privado de Educación Infantil","DIVINO MAESTRO",18602271,"Centro privado",2
2138,"ESPAÑA","GRANADA","Instituto de Educación Secundaria (IES)","FRAY LUIS DE GRANADA",18700013,"Centro público",0
2139,"ESPAÑA","GRANADA","Instituto de Educación Secundaria (IES)","PEDRO SOTO DE ROJAS",18700037,"Centro público",0
2140,"ESPAÑA","MOTRIL","Instituto de Educación Secundaria (IES)","JOSE MARTIN RECUERDA",18700049,"Centro público",0
2141,"ESPAÑA","CAPILEIRA","Colegio Público","BARRANCO DE POQUEIRA",18601904,"Centro público",0
2142,"ESPAÑA","SANTA FE","Colegio Público","FUENTE DE LA REINA",18601916,"Centro público",0
2143,"ESPAÑA","ALPUJARRA DE LA SIERRA","Colegio Público","LAS ACEQUIAS",18601928,"Centro público",0
2144,"ESPAÑA","HUÉTOR TÁJAR","Colegio Público","C.R.A.",18601931,"Centro público",0
2145,"ESPAÑA","HUÉLAGO","Colegio Público","EL PUNTAL",18601941,"Centro público",0
2146,"ESPAÑA","LOJA","Colegio Público","GIBALTO",18601953,"Centro público",0
2147,"ESPAÑA","ALMUÑÉCAR","Centro Docente Privado Extranjero en España","ALMUÑECAR INTERNATIONAL SCHOOL (BRITAN.)",18601965,"Centro privado",2
2148,"ESPAÑA","GRANADA","Centro Público de Enseñanzas de Régimen General","BELÉN",18601977,"Centro público",0
2149,"ESPAÑA","ATARFE","Colegio Público","ATALAYA",18601989,"Centro público",0
2150,"ESPAÑA","ATARFE","Colegio Público","MEDINA ELVIRA",18601990,"Centro público",0
2151,"ESPAÑA","PELIGROS","Colegio Público","GLORIA FUERTES",18602003,"Centro público",0
2152,"ESPAÑA","VENTAS DE HUELMA","Colegio Público","EL TEMPLE",18602015,"Centro público",0
2153,"ESPAÑA","MORALEDA DE ZAFAYONA","Colegio Público","RUIZ CARVAJAL",18602027,"Centro público",0
2154,"ESPAÑA","TORVIZCÓN","Colegio Público","VALLE DEL GUADALFEO",18602039,"Centro público",0
2155,"ESPAÑA","MORELÁBOR","Colegio Público","LA SANTA CRUZ",18602040,"Centro público",0
2156,"ESPAÑA","MOCLÍN","Colegio Público","LAS ATALAYAS",18602052,"Centro público",0
2157,"ESPAÑA","MURTAS","Colegio Público","MURTAS-TURON",18602064,"Centro público",0
2158,"ESPAÑA","NIGÜELAS","Escuela Pública de Música y/o Danza","ESCUELA COMARCAL DE MUSICA VALLE LECRIN",18710018,"Centro público",0
2159,"ESPAÑA","SANTA FE","Centro Privado de Música o Danza","JUVENTUDES MUSICALES DE SANTA FE",18710021,"Centro privado",2
2160,"ESPAÑA","GRANADA","Centro Privado de Música o Danza","SCAEM",18710031,"Centro privado",2
2161,"ESPAÑA","MALAHÁ (LA)","Instituto de Educación Secundaria (IES)","EL TEMPLE",18700645,"Centro público",0
2162,"ESPAÑA","MARACENA","Instituto de Educación Secundaria (IES)","MANUEL DE FALLA",18700657,"Centro público",0
2163,"ESPAÑA","MONTEJÍCAR","Instituto de Educación Secundaria (IES)",,18700669,"Centro público",0
2164,"ESPAÑA","CÁDIAR","Instituto de Educación Secundaria (IES)"," AL-CADÍ",18700670,"Centro público",0
2165,"ESPAÑA","TAHA (LA)","Instituto de Educación Secundaria (IES)","SULAYR",18700682,"Centro público",0
2166,"ESPAÑA","PULIANAS","Instituto de Educación Secundaria (IES)","BULYANA",18700694,"Centro público",0
2167,"ESPAÑA","PURULLENA","Instituto de Educación Secundaria (IES)","RIBERA DEL FARDES",18700700,"Centro público",0
2168,"ESPAÑA","ZÚJAR","Instituto de Educación Secundaria (IES)","AL-ZUJAYR",18700712,"Centro público",0
2169,"ESPAÑA","PADUL","Instituto de Educación Secundaria (IES)","LA LAGUNA",18700724,"Centro público",0
2170,"ESPAÑA","ALQUIFE","Instituto de Educación Secundaria (IES)","MARQUESADO DEL ZENETE",18700736,"Centro público",0
2171,"ESPAÑA","ALMUÑÉCAR","Escuela Pública de Música y/o Danza","MIGUEL SANCHEZ RUZAFA",18700748,"Centro público",0
2172,"ESPAÑA","GUADIX","Residencia","ASOCIACIÓN PRO DEFICIENTES MENTALES SAN JOSÉ",18700751,"Centro público",0
2173,"ESPAÑA","ÓRGIVA","Instituto de Educación Secundaria (IES)","ALPUJARRA",18700761,"Centro público",0
2174,"ESPAÑA","ILLORA","Instituto de Educación Secundaria (IES)","DIEGO DE SILOÉ",18700773,"Centro público",0
